,world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
292,203-300,University of Waterloo,9-17,,0.0,0.0,19.2,11.4,38.7,19.0,2005
293,203-300,University of York,20-30,,0.0,0.0,11.1,15.4,33.6,16.4,2005
294,203-300,Wake Forest University,91-119,,0.0,0.0,11.1,10.9,33.4,23.2,2005
295,203-300,Washington State University - Pullman,91-119,,0.0,0.0,20.8,15.5,33.6,16.9,2005
296,203-300,Wayne State University,91-119,,0.0,0.0,7.9,9.6,39.9,17.7,2005
297,203-300,Western University,9-17,,0.0,0.0,7.9,17.1,42.2,19.6,2005
298,203-300,Yeshiva University,91-119,,0.0,0.0,11.1,22.0,34.5,20.5,2005
299,203-300,Yonsei University,2,,0.0,0.0,7.9,9.7,43.9,19.4,2005
300,301-400,Aristotle University of Thessaloniki,2,,0.0,0.0,7.9,2.0,34.9,15.2,2005
301,301-400,Auburn University,120-140,,0.0,0.0,7.9,5.2,29.7,12.0,2005
302,301-400,Bar-Ilan University,5-6,,0.0,0.0,11.1,9.2,28.2,13.4,2005
303,301-400,Ben-Gurion University of the Negev,5-6,,0.0,0.0,0.0,10.1,37.5,16.5,2005
304,301-400,Brigham Young University,120-140,,12.5,0.0,11.1,2.9,28.0,10.3,2005
305,301-400,Carleton University,18-19,,0.0,0.0,13.6,7.0,26.9,13.1,2005
306,301-400,Chiba University,14-24,,0.0,0.0,0.0,7.7,35.4,17.2,2005
307,301-400,City University of Hong Kong,4-5,,0.0,0.0,0.0,9.9,36.9,18.9,2005
308,301-400,City University of New York City College,120-140,,37.1,0.0,11.1,5.5,17.6,14.4,2005
309,301-400,Clemson University,120-140,,0.0,0.0,13.6,9.4,28.2,13.8,2005
310,301-400,Technical University Darmstadt,24-33,,10.9,0.0,7.9,9.4,25.7,12.5,2005
311,301-400,Dresden University of Technology,24-33,,0.0,0.0,7.9,6.6,33.9,15.1,2005
312,301-400,Ecole National Superieure Mines - Paris,14-19,,18.8,25.8,0.0,0.0,10.1,13.0,2005
313,301-400,Ecole Normale Superieure - Lyon,14-19,,0.0,0.0,7.9,14.1,21.7,11.5,2005
314,301-400,Eindhoven University of Technology,10-11,,0.0,0.0,0.0,11.4,32.5,16.7,2005
315,301-400,Eotvos Lorand University,2,,19.8,0.0,0.0,12.8,24.3,13.1,2005
316,301-400,Federal University of Rio de Janeiro,3,,0.0,0.0,0.0,8.2,38.6,16.8,2005
317,301-400,Fudan University,3-7,,0.0,0.0,0.0,9.1,38.0,15.2,2005
318,301-400,Gunma University,14-24,,0.0,0.0,7.9,8.8,24.4,17.7,2005
319,301-400,Henri Poincare University (Nancy 1),14-19,,15.4,19.3,0.0,2.5,24.0,13.9,2005
320,301-400,Indian Institute of Science,1,,0.0,0.0,11.1,9.8,31.9,14.9,2005
321,301-400,Indiana University-Purdue University at Indianapolis,120-140,,0.0,0.0,0.0,9.4,38.2,11.7,2005
322,301-400,Industrial Physics and Chemistry Higher Educational Institution - Paris,14-19,,10.9,19.3,0.0,7.6,16.8,11.8,2005
323,301-400,International School for Advanced Studies,10-18,,0.0,0.0,0.0,12.2,18.8,42.7,2005
324,301-400,Jagiellonian University,1-2,,0.0,0.0,7.9,4.3,31.8,14.1,2005
325,301-400,Kanazawa University,14-24,,0.0,0.0,11.1,6.5,29.1,17.5,2005
326,301-400,Korea Advanced Institute of Science and Technology,3-5,,0.0,0.0,0.0,7.7,39.5,17.1,2005
327,301-400,Linkoping University,10-11,,0.0,0.0,7.9,6.8,31.6,12.5,2005
328,301-400,London School of Hygiene and Tropical Medicine,31-36,,10.9,0.0,0.0,14.1,27.1,13.4,2005
329,301-400,Medical College of Wisconsin,120-140,,0.0,0.0,7.9,8.0,28.7,13.1,2005
330,301-400,Medical University of South Carolina,120-140,,0.0,0.0,15.7,2.5,30.3,14.5,2005
331,301-400,Nagasaki University,14-24,,0.0,0.0,11.1,1.6,27.5,17.3,2005
332,301-400,Nanjing University,3-7,,0.0,0.0,0.0,7.2,42.1,15.6,2005
333,301-400,Nanyang Technological University,2,,0.0,0.0,0.0,0.0,42.9,18.2,2005
334,301-400,National Cheng Kung University,2-3,,0.0,0.0,0.0,1.6,39.4,15.3,2005
335,301-400,National Tsing Hua University,2-3,,16.6,0.0,0.0,5.1,31.5,19.1,2005
336,301-400,Nihon University,14-24,,0.0,0.0,7.9,4.9,28.9,12.9,2005
337,301-400,Niigata University,14-24,,0.0,0.0,13.6,7.1,29.4,17.5,2005
338,301-400,Pohang University of Science and Technology,3-5,,0.0,0.0,7.9,11.3,30.4,14.2,2005
339,301-400,Polytechnic Institute of Milan,10-18,,10.9,15.8,0.0,6.5,27.7,13.5,2005
340,301-400,"Royal Holloway, U. of London",31-36,,0.0,0.0,7.9,13.3,22.5,11.6,2005
341,301-400,Saint Louis University,120-140,,0.0,12.9,7.9,1.6,26.2,16.3,2005
342,301-400,Saint Petersburg State University,2,,24.3,0.0,0.0,6.0,31.9,15.6,2005
343,301-400,San Diego State University,120-140,,0.0,0.0,13.6,10.0,25.8,12.4,2005
344,301-400,Scuola Normale Superiore - Pisa,10-18,,0.0,0.0,7.9,7.4,16.6,38.1,2005
345,301-400,Shanghai Jiao Tong University,3-7,,0.0,0.0,0.0,7.3,40.9,15.2,2005
346,301-400,Simon Fraser University,18-19,,0.0,0.0,11.1,12.8,30.5,14.8,2005
347,301-400,State University of New York Health Science Center at Brooklyn,120-140,,0.0,15.8,11.1,7.7,17.4,11.5,2005
348,301-400,Stockholm School of Economics,10-11,,0.0,17.1,0.0,,11.0,29.4,2005
349,301-400,Sungkyunkwan University,3-5,,0.0,0.0,0.0,6.0,34.9,15.0,2005
350,301-400,Technical University of Braunschweig,24-33,,16.6,0.0,7.9,5.7,23.8,12.0,2005
351,301-400,Temple University,120-140,,0.0,0.0,15.7,3.8,31.7,13.3,2005
352,301-400,Texas Tech University,120-140,,0.0,0.0,11.1,10.0,30.1,14.0,2005
353,301-400,The Hong Kong Polytechnic University,4-5,,0.0,0.0,7.9,0.0,38.6,18.3,2005
354,301-400,The Open University,31-36,,0.0,0.0,13.6,14.4,23.3,13.0,2005
355,301-400,The University of Montana - Missoula,120-140,,8.9,0.0,11.1,17.1,16.6,16.7,2005
356,301-400,The University of Texas at Dallas,120-140,,0.0,0.0,13.6,4.9,23.1,18.0,2005
357,301-400,The University of Tokushima,14-24,,0.0,0.0,11.1,4.9,26.7,17.8,2005
358,301-400,Tokyo Medical and Dental University,14-24,,0.0,0.0,7.9,7.3,26.9,23.2,2005
359,301-400,Tokyo University of Agriculture and Technology,14-24,,0.0,0.0,7.9,6.7,25.7,21.2,2005
360,301-400,University of Aberdeen,31-36,,0.0,0.0,0.0,16.3,32.8,15.5,2005
361,301-400,University of Bath,31-36,,0.0,0.0,7.9,17.6,27.8,14.4,2005
362,301-400,University of Bayreuth,24-33,,0.0,0.0,7.9,16.2,24.4,12.9,2005
363,301-400,University of Bergen,3,,0.0,0.0,0.0,12.5,33.9,15.3,2005
364,301-400,University of Bielefeld,24-33,,0.0,0.0,15.7,12.3,25.6,13.8,2005
365,301-400,University of Cagliari,10-18,,0.0,0.0,11.1,8.5,22.5,12.8,2005
366,301-400,University of Chile,1,,10.9,0.0,0.0,7.2,29.2,13.2,2005
367,301-400,University of Duesseldorf,24-33,,0.0,0.0,7.9,9.2,32.6,14.8,2005
368,301-400,University of Essex,31-36,,17.7,0.0,7.9,7.6,20.1,11.1,2005
369,301-400,University of Ferrara,10-18,,0.0,0.0,7.9,4.8,27.3,16.4,2005
370,301-400,University of Graz,3-4,,12.5,12.9,0.0,6.0,22.1,11.8,2005
371,301-400,University of Greifswald,24-33,,0.0,9.1,7.9,8.6,22.8,11.6,2005
372,301-400,University of Konstanz,24-33,,0.0,0.0,11.1,15.3,23.4,12.8,2005
373,301-400,University of Lausanne,7,,0.0,0.0,0.0,18.5,28.2,17.9,2005
374,301-400,University of Nebraska Medical Center,120-140,,0.0,0.0,15.7,6.2,20.9,11.4,2005
375,301-400,University of Nevada - Reno,120-140,,0.0,0.0,7.9,14.7,24.5,15.2,2005
376,301-400,University of New Hampshire - Durham,120-140,,0.0,0.0,15.7,13.0,24.7,17.1,2005
377,301-400,University of Newcastle,10,,0.0,0.0,13.6,5.5,27.5,15.4,2005
378,301-400,University of Oklahoma - Norman,120-140,,0.0,0.0,7.9,13.1,29.5,12.5,2005
379,301-400,University of Otago,2,,0.0,0.0,11.1,11.8,31.8,15.1,2005
380,301-400,University of Palermo,10-18,,0.0,0.0,13.6,6.0,25.7,10.8,2005
381,301-400,University of Paris Dauphine (Paris 9),14-19,,0.0,27.3,7.9,0.0,10.5,12.9,2005
382,301-400,University of Pavia,10-18,,0.0,0.0,7.9,10.4,31.7,16.0,2005
383,301-400,University of Perugia,10-18,,0.0,0.0,7.9,9.2,29.2,14.8,2005
384,301-400,University of Regensburg,24-33,,0.0,0.0,7.9,13.7,32.0,15.2,2005
385,301-400,University of Rhode Island,120-140,,0.0,0.0,19.2,13.1,19.7,15.9,2005
386,301-400,University of Roma - Tor Vergata,10-18,,0.0,0.0,0.0,7.4,34.3,16.1,2005
387,301-400,University of Science and Technology of China,3-7,,0.0,0.0,0.0,10.5,40.1,16.9,2005
388,301-400,University of the Mediterranean (Aix-Marseille 2),14-19,,0.0,0.0,13.6,15.5,24.7,13.7,2005
389,301-400,University of the Witwatersrand,2,,25.1,0.0,0.0,7.5,26.1,13.8,2005
390,301-400,University of Twente,10-11,,0.0,0.0,11.1,15.0,27.7,16.7,2005
391,301-400,University of Ulm,24-33,,0.0,0.0,7.9,12.3,33.1,15.4,2005
392,301-400,University of Valencia,4,,0.0,0.0,0.0,7.7,38.1,16.5,2005
393,301-400,University of Warsaw,1-2,,17.7,0.0,0.0,8.1,35.1,16.2,2005
394,301-400,University of Wyoming,120-140,,0.0,0.0,7.9,12.5,22.5,14.2,2005
395,301-400,Utah State University,120-140,,0.0,0.0,7.9,13.0,23.7,13.7,2005
396,301-400,Vienna University of Technology,3-4,,0.0,0.0,0.0,14.8,30.2,14.3,2005
397,301-400,Waseda University,14-24,,0.0,0.0,11.1,6.4,29.0,13.5,2005
398,301-400,Yamaguchi University,14-24,,0.0,0.0,15.7,5.2,23.9,16.0,2005
399,301-400,Zhejiang University,3-7,,0.0,0.0,0.0,5.7,49.7,13.7,2005
400,401-500,Aalto University,3-5,,0.0,0.0,0.0,11.4,28.6,13.1,2005
401,401-500,Autonomous University of Barcelona,5-9,,0.0,0.0,0.0,3.3,35.4,15.1,2005
402,401-500,Boston College,141-168,,0.0,0.0,7.9,8.6,21.7,12.7,2005
403,401-500,Drexel University,141-168,,0.0,0.0,0.0,11.8,28.6,15.5,2005
404,401-500,Ehime University,25-34,,0.0,0.0,7.9,8.7,23.0,14.5,2005
405,401-500,Flinders University,11-14,,0.0,0.0,7.9,6.4,23.1,14.9,2005
406,401-500,Florida International University,141-168,,0.0,0.0,7.9,7.8,24.1,13.0,2005
407,401-500,Gifu University,25-34,,0.0,0.0,7.9,5.2,25.5,16.2,2005
408,401-500,Hacettepe University,1-2,,0.0,0.0,0.0,1.6,32.4,13.8,2005
409,401-500,Hannover Medical School,34-40,,0.0,0.0,0.0,7.2,27.9,12.2,2005
410,401-500,Hanyang University,6-8,,0.0,0.0,0.0,1.6,35.3,15.0,2005
411,401-500,Howard University,141-168,,15.4,0.0,7.9,8.0,18.7,9.6,2005
412,401-500,Indian Institute of Technology Kharagpur,2-3,,0.0,0.0,11.1,4.9,24.5,11.6,2005
413,401-500,Istanbul University,1-2,,0.0,0.0,0.0,2.5,31.1,13.3,2005
414,401-500,Jilin University,8,,0.0,0.0,0.0,6.2,32.3,9.1,2005
415,401-500,Juntendo University,25-34,,0.0,0.0,11.1,5.8,19.5,9.9,2005
416,401-500,Kagoshima University,25-34,,0.0,0.0,7.9,6.4,24.1,13.8,2005
417,401-500,Kent State University,141-168,,0.0,0.0,7.9,5.4,23.0,11.5,2005
418,401-500,Korea University,6-8,,0.0,0.0,0.0,0.0,36.8,15.6,2005
419,401-500,Kumamoto University,25-34,,0.0,0.0,0.0,8.5,27.2,16.0,2005
420,401-500,Kyungpook National University,6-8,,0.0,0.0,0.0,4.9,30.4,13.1,2005
421,401-500,La Trobe University,11-14,,0.0,0.0,7.9,8.3,24.2,12.2,2005
422,401-500,Lehigh University,141-168,,0.0,0.0,11.1,5.4,21.6,15.9,2005
423,401-500,Loyola University Chicago,141-168,,0.0,0.0,7.9,3.8,24.8,11.2,2005
424,401-500,Massey University,3-5,,0.0,0.0,7.9,7.2,23.6,11.0,2005
425,401-500,Medical College of Georgia,141-168,,0.0,0.0,7.9,9.2,21.7,10.6,2005
426,401-500,Medical University of Graz,5-6,,0.0,11.2,11.1,3.8,17.5,9.0,2005
427,401-500,Medical University of Innsbruck,5-6,,0.0,0.0,7.9,5.2,21.8,10.1,2005
428,401-500,Memorial University of Newfoundland,20-23,,0.0,0.0,7.9,6.4,22.0,10.3,2005
429,401-500,Michigan Technological University,141-168,,12.5,0.0,11.1,5.7,16.0,15.1,2005
430,401-500,Montana State University - Bozeman,141-168,,0.0,0.0,7.9,7.6,21.6,10.3,2005
431,401-500,Murdoch University,11-14,,0.0,0.0,11.1,4.1,19.1,14.6,2005
432,401-500,Nara Institute of Science and Technology,25-34,,0.0,0.0,11.1,10.0,18.8,10.2,2005
433,401-500,National Chiao Tung University,4-5,,0.0,0.0,0.0,0.0,33.7,18.5,2005
434,401-500,National Yang Ming University,4-5,,0.0,0.0,0.0,5.6,27.4,19.5,2005
435,401-500,New Jersey Institute of Technology,141-168,,0.0,0.0,7.9,7.3,18.4,13.8,2005
436,401-500,New Mexico State University,141-168,,0.0,0.0,11.1,6.6,22.6,13.2,2005
437,401-500,Northeastern University,141-168,,0.0,0.0,7.9,9.4,24.6,12.7,2005
438,401-500,Northern Arizona University,141-168,,0.0,0.0,11.1,12.0,15.1,11.0,2005
439,401-500,Old Dominion University,141-168,,0.0,0.0,11.1,6.2,18.1,11.9,2005
440,401-500,Osaka City University,25-34,,0.0,0.0,0.0,8.0,28.7,12.7,2005
441,401-500,Osaka Prefecture University,25-34,,0.0,0.0,11.1,2.2,25.0,11.6,2005
442,401-500,Polytechnic University of Turin,19-23,,0.0,0.0,11.1,1.6,24.9,12.6,2005
443,401-500,Polytechnic University of Valencia,5-9,,0.0,0.0,0.0,9.2,26.4,11.9,2005
444,401-500,Saarland University,34-40,,0.0,0.0,0.0,9.6,27.8,12.5,2005
445,401-500,Sao Paulo State University,4,,0.0,0.0,0.0,2.2,32.0,13.6,2005
446,401-500,Southern Methodist University,141-168,,15.4,0.0,7.9,5.4,18.7,13.4,2005
447,401-500,Swansea Univ,37-40,,0.0,0.0,7.9,6.4,22.4,10.4,2005
448,401-500,The College of  William and Mary,141-168,,0.0,0.0,7.9,10.7,21.1,13.7,2005
449,401-500,The Graduate University for Advanced Studies,25-34,,0.0,0.0,0.0,16.1,18.7,10.5,2005
450,401-500,The Royal Veterinary and Agricultural University,5,,0.0,0.0,7.9,8.2,25.5,11.8,2005
451,401-500,The University of Akron,141-168,,0.0,0.0,11.1,4.9,22.3,11.9,2005
452,401-500,The University of Connecticut Health Center,141-168,,0.0,0.0,7.9,14.1,19.9,10.9,2005
453,401-500,The University of Memphis,141-168,,0.0,0.0,7.9,6.5,21.1,10.4,2005
454,401-500,Tokyo Metropolitan University,25-34,,0.0,0.0,7.9,10.1,24.2,11.6,2005
455,401-500,University College Cork,2-3,,0.0,0.0,13.6,3.5,22.5,11.3,2005
456,401-500,University College Dublin,2-3,,0.0,0.0,0.0,9.0,29.7,13.2,2005
457,401-500,University of Bari,19-23,,0.0,0.0,0.0,2.2,31.5,13.0,2005
458,401-500,University of Bradford,37-40,,0.0,0.0,11.1,5.9,19.8,10.0,2005
459,401-500,University of Bremen,34-40,,0.0,0.0,0.0,14.8,25.5,12.5,2005
460,401-500,University of Calcutta,2-3,,15.4,12.9,0.0,0.0,14.7,9.5,2005
461,401-500,University of Canterbury,3-5,,0.0,0.0,7.9,5.4,23.9,10.9,2005
462,401-500,University of Central Florida,141-168,,0.0,0.0,13.6,0.0,27.0,11.9,2005
463,401-500,University of Duisburg-Essen,34-40,,0.0,0.0,0.0,7.0,31.1,13.6,2005
464,401-500,University of Exeter,37-40,,0.0,0.0,0.0,11.6,29.3,13.4,2005
465,401-500,University of Fribourg,8,,0.0,0.0,11.1,11.6,15.9,16.7,2005
466,401-500,University of Giessen,34-40,,0.0,0.0,0.0,7.1,31.9,13.9,2005
467,401-500,University of Granada,5-9,,0.0,0.0,0.0,6.5,31.8,13.8,2005
468,401-500,University of Haifa,7,,0.0,0.0,7.9,5.2,26.4,11.9,2005
469,401-500,University of Idaho,141-168,,0.0,0.0,7.9,6.7,22.5,13.5,2005
470,401-500,University of Jena,34-40,,0.0,0.0,0.0,8.6,32.2,14.2,2005
471,401-500,University of Jyvaskyla,3-5,,0.0,0.0,7.9,9.0,23.2,11.1,2005
472,401-500,University of KwaZulu-Natal,3-4,,0.0,0.0,7.9,8.9,23.1,11.0,2005
473,401-500,University of Lisbon,1,,0.0,9.1,0.0,3.8,24.3,11.1,2005
474,401-500,University of Louisville,141-168,,0.0,0.0,0.0,8.0,31.2,15.6,2005
475,401-500,University of Maastricht,12,,0.0,0.0,0.0,4.9,32.6,17.3,2005
476,401-500,University of Maine,141-168,,0.0,0.0,7.9,10.6,19.5,13.6,2005
477,401-500,"University of Maryland, Baltimore County",141-168,,0.0,0.0,11.1,8.6,20.4,14.9,2005
478,401-500,University of Mississippi,141-168,,0.0,0.0,7.9,4.9,24.3,11.0,2005
479,401-500,University of Oulu,3-5,,0.0,0.0,0.0,6.9,29.9,13.0,2005
480,401-500,University of Parma,19-23,,0.0,0.0,0.0,7.8,27.9,13.6,2005
481,401-500,University of Pretoria,3-4,,0.0,0.0,0.0,9.4,25.4,11.5,2005
482,401-500,University of Provence (Aix-Marseille 1),20-21,,8.9,0.0,7.9,5.5,22.0,10.5,2005
483,401-500,University of Quebec,20-23,,0.0,0.0,0.0,6.6,31.6,13.7,2005
484,401-500,University of Rostock,34-40,,0.0,0.0,7.9,6.0,25.0,11.4,2005
485,401-500,University of Sevilla,5-9,,0.0,0.0,0.0,8.7,30.7,13.6,2005
486,401-500,University of Sherbrooke,20-23,,0.0,0.0,7.9,9.7,22.5,10.9,2005
487,401-500,University of Siena,19-23,,0.0,0.0,0.0,6.9,27.1,16.6,2005
488,401-500,University of Surrey,37-40,,0.0,0.0,0.0,6.4,30.2,13.1,2005
489,401-500,University of Tasmania,11-14,,0.0,0.0,7.9,7.5,24.6,15.3,2005
490,401-500,University of Tennessee Health Science Center,141-168,,0.0,0.0,7.9,2.2,25.3,11.3,2005
491,401-500,University of Trieste,19-23,,0.0,0.0,0.0,7.8,27.6,15.4,2005
492,401-500,University of Tromso,4,,0.0,0.0,11.1,4.6,21.8,10.6,2005
493,401-500,University of Wisconsin - Milwaukee,141-168,,14.0,0.0,0.0,6.4,25.6,11.8,2005
494,401-500,University of Wroclaw,3,,8.9,0.0,0.0,6.2,25.2,11.3,2005
495,401-500,University of Zaragoza,5-9,,0.0,0.0,7.9,4.3,27.3,12.2,2005
496,401-500,Victor Segalen Bordeaux 2 University,20-21,,0.0,0.0,7.9,12.6,21.2,11.0,2005
497,401-500,Victoria University of Wellington,3-5,,15.4,0.0,0.0,8.1,22.0,11.0,2005
498,401-500,Vrije University Brussel,7,,0.0,0.0,0.0,9.1,27.5,20.6,2005
499,401-500,York University,20-23,,0.0,0.0,0.0,10.8,27.8,12.7,2005
500,1,Harvard University,1,100.0,100.0,100.0,100.0,100.0,100.0,73.6,2006
501,2,University of Cambridge,1,72.6,96.3,91.5,53.8,59.5,67.1,66.5,2006
502,3,Stanford University,2,72.5,39.7,70.7,88.4,70.0,71.4,65.3,2006
503,4,"University of California, Berkeley",3,72.1,70.6,74.5,70.5,72.2,71.9,53.1,2006
504,5,Massachusetts Institute of Technology (MIT),4,69.7,72.9,80.6,66.6,66.4,62.2,53.6,2006
505,6,California Institute of Technology,5,66.0,57.1,69.1,59.1,64.5,50.1,100.0,2006
506,7,Columbia University,6,61.8,78.2,59.4,56.0,53.6,69.8,45.8,2006
507,8,Princeton University,7,58.6,61.1,75.3,59.6,43.5,47.3,58.0,2006
508,8,University of Chicago,7,58.6,72.9,80.2,49.9,43.7,54.1,41.8,2006
509,10,University of Oxford,2,57.6,62.0,57.9,48.0,54.3,66.0,46.0,2006
510,11,Yale University,9,55.9,50.3,43.6,59.1,56.6,63.0,49.3,2006
511,12,Cornell University,10,54.1,44.9,51.3,56.0,48.4,65.2,40.1,2006
512,13,"University of California, San Diego",11,50.5,17.1,34.0,59.6,54.8,65.6,47.1,2006
513,14,"University of California, Los Angeles",12,50.4,26.4,32.1,57.6,47.5,77.3,34.9,2006
514,15,University of Pennsylvania,13,50.1,34.2,34.4,57.0,41.7,73.6,40.0,2006
515,16,University of Wisconsin - Madison,14,48.8,41.5,35.5,53.3,45.1,68.3,29.3,2006
516,17,University of Washington,15,48.5,27.7,31.8,53.3,47.6,75.5,27.8,2006
517,18,"University of California, San Francisco",16,47.7,0.0,36.8,55.5,54.8,61.1,48.2,2006
518,19,The University of Tokyo,1,46.7,34.8,14.1,41.4,51.5,85.5,35.2,2006
519,20,The Johns Hopkins University,17,46.6,49.5,27.8,40.7,52.2,68.8,25.3,2006
520,21,University of Michigan - Ann Arbor,18,44.5,41.5,0.0,61.5,41.6,76.9,31.2,2006
521,22,Kyoto University,2,43.9,38.3,33.4,36.9,36.2,72.4,31.7,2006
522,23,"The Imperial College of Science, Technology and Medicine",3,43.4,20.1,37.4,40.0,39.7,64.2,40.2,2006
523,24,University of Toronto,1,42.8,27.1,19.3,38.5,36.5,78.3,44.8,2006
524,25,University of Illinois at Urbana-Champaign,19,42.5,40.1,36.6,45.5,33.6,57.7,26.3,2006
525,26,University College London,4,42.2,29.6,32.2,38.5,43.2,60.0,33.4,2006
526,27,Swiss Federal Institute of Technology Zurich,1,41.2,38.8,36.3,35.3,39.9,43.5,52.6,2006
527,28,Washington University in St. Louis,20,40.4,24.2,26.0,37.7,45.6,55.3,40.4,2006
528,29,New York University,21,38.4,36.8,24.5,42.8,34.0,54.0,26.4,2006
529,30,Rockefeller University,22,38.3,21.8,58.6,28.8,44.8,24.1,38.4,2006
530,31,Duke University,23,38.2,20.1,0.0,48.0,45.4,62.4,40.3,2006
531,32,"University of Minnesota, Twin Cities",24,37.8,34.8,0.0,50.4,34.1,69.7,24.3,2006
532,33,Northwestern University,25,37.6,21.0,18.9,44.9,33.6,57.1,36.7,2006
533,34,University of Colorado at Boulder,26,36.4,16.0,30.8,40.0,37.0,46.4,30.1,2006
534,35,"University of California, Santa Barbara",27,36.1,0.0,35.3,42.1,37.0,43.7,35.7,2006
535,36,University of British Columbia,2,35.5,20.1,18.9,31.7,31.9,62.1,36.6,2006
536,37,"University of Maryland, College Park",28,35.4,25.0,20.0,40.0,32.7,53.8,26.4,2006
537,38,The University of Texas Southwestern Medical Center at Dallas,29,35.2,23.4,33.2,31.7,38.1,39.8,33.5,2006
538,39,The University of Texas at Austin,30,34.9,21.0,16.7,48.0,28.3,55.4,21.8,2006
539,40,Utrecht University,1,33.4,29.6,20.9,28.8,27.5,57.3,26.9,2006
540,41,Vanderbilt University,31,33.2,12.1,29.6,32.6,24.7,50.6,36.2,2006
541,42,Pennsylvania State University - University Park,32,32.7,13.5,0.0,44.9,37.7,58.0,23.8,2006
542,42,"University of California, Davis",32,32.7,0.0,0.0,47.4,33.3,63.3,30.1,2006
543,44,"University of California, Irvine",34,32.6,0.0,29.4,35.3,28.9,49.0,32.4,2006
544,45,Pierre and Marie  Curie University - Paris 6,1,32.4,34.4,23.5,23.1,24.9,52.9,32.5,2006
545,46,"Rutgers, The State University of New Jersey - New Brunswick",35,32.3,14.8,20.0,38.5,32.7,46.5,24.6,2006
546,47,University of Southern California,36,32.0,0.0,26.8,37.7,24.1,54.0,26.6,2006
547,48,Karolinska Institute,1,31.9,29.6,27.3,33.5,18.0,48.7,25.6,2006
548,48,University of Pittsburgh,37,31.9,24.2,0.0,40.0,24.0,65.0,28.6,2006
549,50,The University of Manchester,5,31.7,26.4,18.9,24.3,24.9,58.7,28.7,2006
550,51,University of Munich,1,31.5,35.8,22.9,15.4,28.0,52.9,32.2,2006
551,52,The University of Edinburgh,6,31.4,21.8,16.7,25.5,35.4,49.3,30.3,2006
552,53,University of Florida,38,31.0,21.8,0.0,36.1,25.1,65.6,26.7,2006
553,54,Technical University Munich,2,30.8,41.5,23.6,24.3,19.5,46.2,30.7,2006
554,54,The Australian National University,1,30.8,17.1,12.6,37.7,30.1,44.4,32.8,2006
555,56,Carnegie Mellon University,39,30.5,33.7,32.8,32.6,12.7,37.5,31.8,2006
556,56,University of Copenhagen,1,30.5,29.6,24.2,23.1,24.8,46.4,30.0,2006
557,58,University of Zurich,2,30.4,12.1,26.8,21.8,29.7,47.9,31.4,2006
558,59,University of North Carolina at Chapel Hill,40,30.3,12.1,0.0,37.7,29.3,60.3,27.9,2006
559,60,The Hebrew University of Jerusalem,1,30.0,32.0,20.0,25.5,25.2,44.7,29.5,2006
560,61,Osaka University,3,29.6,12.1,0.0,25.5,30.7,67.0,29.9,2006
561,62,McGill University,3,29.5,27.7,0.0,30.8,22.4,59.7,33.5,2006
562,62,University of Bristol,7,29.5,10.5,17.9,29.8,26.3,47.8,33.2,2006
563,64,University of Paris Sud (Paris 11),2,29.4,32.0,33.5,13.3,20.8,44.7,29.7,2006
564,65,Uppsala University,2,29.3,25.0,32.2,13.3,24.6,49.3,21.5,2006
565,66,The Ohio State University - Columbus,41,29.0,17.1,0.0,40.7,20.6,61.3,19.7,2006
566,66,University of Heidelberg,3,29.0,19.1,27.2,18.8,21.5,49.5,29.5,2006
567,68,University of Oslo,1,28.6,25.0,33.4,18.8,17.7,42.7,28.5,2006
568,69,The University of Sheffield,8,28.5,22.6,14.1,23.1,29.2,45.8,30.2,2006
569,70,Case Western Reserve University,42,27.9,39.2,11.5,21.8,22.0,43.9,33.6,2006
570,70,Moscow State University,1,27.9,49.5,34.2,0.0,5.6,54.3,33.4,2006
571,72,Leiden University,2,27.8,24.2,15.5,28.8,18.9,46.0,28.5,2006
572,73,Purdue University - West Lafayette,43,27.7,18.2,16.7,27.7,20.7,50.6,19.9,2006
573,74,University of Helsinki,1,27.6,18.2,17.9,20.4,19.2,53.4,29.2,2006
574,74,University of Rochester,44,27.6,32.0,8.9,26.6,21.6,43.3,35.6,2006
575,76,Tohoku University,4,27.2,18.2,0.0,20.4,22.6,65.9,29.2,2006
576,76,University of Arizona,45,27.2,0.0,0.0,28.8,36.7,54.0,25.6,2006
